QKEY,INTERVIEW_START_W145,INTERVIEW_END_W145,DEVICE_TYPE_W145,LANG_W145,FORM_W145,ECON_SIT_W145,CHILDREN_BETTEROFF2_W145,SATISFIED_DEMOCRACY_W145,FAV_US_W145,FAV_CHINA_W145,FAV_EU_W145,FAV_UN_W145,FAV_NATO_W145,FAV_RUSSIA_W145,FAV_INDIA_W145,FAV_MEXICO_W145,FAV_BRAZIL_W145,FAV_UK_W145,FAV_GERMANY_W145,FAV_FRANCE_W145,PARTYFAV_REP_W145,PARTYFAV_DEM_W145,CONFID_XI_W145,CONFID_PUTIN_W145,CONFID_MACRON_W145,CONFID_ZELENSKYY_W145,CONFID_NETANYAHU_W145,PROB_RICH_POOR_W145,PROB_GEN_UNEQUAL_W145,PROB_RACEDISCRIM_W145,PROB_RELDISCRIM_W145,PROB_MISINFORMATION_W145,FREE_PRESS_W145,FREE_SPEECH_W145,FREE_INTERNET_W145,FREEDOM_PRESS_W145,FREEDOM_SAY_W145,FREEDOM_INTERNET_W145,INEQUALITY_MERIT_W145,INEQUALITY_OPP_W145,INEQUALITY_DISCRIM_W145,INEQUALITY_AUTOMATION_W145,INEQUALITY_EDU_W145,INEQUALITY_RICH_W145,ECONSYS_REFORM_W145,USDEMOCRACY_EXAMPLE_W145,PREZFP_W145,USRESPECT_IMPORT_W145,LRNGFP_a_W145,LRNGFP_b_W145,LRNGFP_c_W145,LRNGFP_d_W145,LRNGFP_e_W145,LRNGFP_f_W145,LRNGFP_g_W145,LRNGFP_h_W145,LRNGFP_i_W145,LRNGFP_j_W145,LRNGFP_k_W145,LRNGFP_l_W145,LRNGFP_m_W145,LRNGFP_n_W145,LRNGFP_o_W145,LRNGFP_p_W145,LRNGFP_q_W145,LRNGFP_r_W145,LRNGFP_s_W145,LRNGFP_t_W145,LRNGFP_u_W145,LRNGFP_v_W145,US_EURO_SEC_W145,US_EURO_ECON_W145,US_EURO_DEM_W145,GROWINFLU1_CHINA_W145,GROWINFLU1_RUSSIA_W145,GROWINFLU1_INDIA_W145,GROWINFLU1_GERMANY_W145,GROWINFLU1_FRANCE_W145,GROWINFLU1_UK_W145,GROWINFLU1_IRAN_W145,GROWINFLU1_BRAZIL_W145,GROWINFLU1_COUNTRY_W145,GROWINFLU2_NATO_W145,GROWINFLU2_EU_W145,GROWINFLU2_UN_W145,CHINA_US_ENEMY_W145,RUSSIA_US_ENEMY_W145,BRDERJOB_W145,BRDERJOB_MEX_W145,CHINA_INFLU_ECON_W145,CHINA_INFLU_ECON2_W145,CHINA_DISPUTES_W145,NATIONALITY_RELIG_W145,NATIONALITY_BORN_W145,NATIONALITY_LANG_W145,NATIONALITY_CUSTOM_W145,BENEFITORG_NATO_W145,BENEFITORG_UN_W145,BENEFITORG_WHO_W145,UNISGZ_AID_W145,UNISGZ_CEASEFIRE_W145,EU_DEF_SPEND_W145,UKR_SPRT_W145,UKR_NATSEC_W145,UA_CONC_b_W145,UA_CONC_d_W145,SSDO_PRIORITIES_W145,SSDO_PUSH_W145,SSDO_IDEAL_W145,SSDO_DOMINATE_W145,CLASS_W145,CLASS2_W145,NATO_REGION_W145,NATO_FOCUS_W145,NATO_KNOW_W145,NEWSSOCIETY_W145,NEWSCORP_W145,NEWSGOVT_W145,NEWSRESTRICT_W145,NEWSPROTECT_W145,BESTAGE_MARRY_W145,BESTAGE_CHILD_W145,BESTAGE_HOUSE_W145,BESTAGE_RETIRE_W145,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W145
201801065587,2024-04-02T19:39:15Z,2024-04-02T19:53:39Z,1,1,2,3,2,3,1,4,3,4,3,3,2,4,2,2,2,3,2,4,4,2,3,4,4,2,3,3,3,2,2,1,2,2,2,1,2,2,3,2,1,2,2,2,1,1,,,,,,,,,,,,2,2,2,1,1,2,2,3,3,3,2,2,2,2,1,1,1,1,2,1,1,3,2,3,3,3,3,2,4,4,1,2,2,3,1,1,2,4,4,4,3,4,1,1,2,4,4,3,2,2,3,4,,4,4,4,2,1,2,4,2,96,96,28,66,1,2,3,3,4,1,3,2,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,3,2,3,2,2,1.1283063134407345
201801066109,2024-04-03T09:22:06Z,2024-04-03T09:37:36Z,2,1,1,3,2,4,2,4,3,2,4,4,3,4,3,3,4,2,2,4,4,4,5,2,5,2,2,2,2,2,1,1,1,2,3,3,1,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,3,1,3,1,1,1,2,3,3,3,3,3,4,4,1,2,1,1,2,2,1,1,1,1,1,2,2,4,2,1,1,1,4,1,4,3,2,5,5,5,1,1,1,2,1,96,96,96,96,2,2,3,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,2,1,2,2,2,1,1.256804489691452
201801066251,2024-04-02T16:06:32Z,2024-04-02T16:17:43Z,2,1,2,3,2,3,1,3,2,4,3,4,2,3,3,2,2,2,3,3,4,4,3,3,4,2,2,2,2,1,2,2,2,3,2,2,3,3,3,4,2,2,3,2,1,2,,,,,,,,,,,,2,3,3,2,1,2,2,2,3,3,3,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,3,4,4,3,2,4,3,3,2,2,3,3,3,4,4,1,1,2,2,4,1,4,2,4,3,2,4,4,4,4,1,1,3,1,25,96,25,65,2,2,3,3,1,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,2,1,5,3,1,1,2,1.7406463111377053
201801066314,2024-04-04T07:59:29Z,2024-04-04T08:23:45Z,2,1,2,4,2,4,1,4,3,3,4,3,4,4,3,3,3,3,2,3,4,2,3,4,2,3,4,4,3,1,1,1,1,2,2,2,1,4,3,1,2,2,3,2,1,1,,,,,,,,,,,,2,2,2,1,1,2,2,3,2,3,2,2,2,1,1,1,1,2,2,2,1,3,2,2,1,2,3,2,4,4,1,2,2,3,2,1,2,3,3,3,3,3,1,1,3,4,4,1,3,1,4,4,,4,1,4,2,1,1,4,1,96,25,23,60,2,2,3,3,3,1,3,2,2,,1,1,1,1,1,1,2,1,4,3,1,1,1,1,4,2,2,2,2,1.4055470607072438
201801066434,2024-04-02T15:25:10Z,2024-04-02T15:38:53Z,1,1,2,2,1,2,1,2,2,2,2,4,2,2,3,2,2,2,3,2,3,4,2,2,4,2,1,1,2,3,1,2,2,1,2,2,2,1,2,1,2,1,3,1,1,1,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,2,2,1,2,1,3,1,3,3,2,2,1,3,3,1,2,3,2,2,4,4,2,2,2,4,4,2,2,3,3,3,2,3,1,1,1,2,4,1,3,1,4,3,1,4,4,4,1,99,2,3,1,26,28,96,96,1,3,5,2,3,2,1,6,2,,99,3,5,99,1,12,,3,5,3,2,2,3,1,99,3,1,1,99,0.10278566831303203
201801066472,2024-04-02T15:36:36Z,2024-04-02T15:40:28Z,2,1,2,2,1,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,4,1,2,3,3,1,2,3,2,2,3,2,2,3,2,1,2,2,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,2,2,2,1,1,3,2,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,3,4,2,3,2,3,2,,1,1,1,4,1,1,2,1,96,96,25,60,1,2,3,2,2,2,3,2,2,,1,1,1,1,1,12,,3,6,2,,2,3,2,1,3,2,1,1,1.3517077630378391
201801066773,2024-04-03T10:42:18Z,2024-04-03T10:52:55Z,2,1,1,3,2,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,99,99,1,1,1,1,1,99,1,1,1,1,1,1,,,,,,,,,,,,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,5,2,2,2,2,1,1,1,4,4,4,3,3,4,4,3,3,3,2,2,2,2,5,,5,5,5,3,2,2,4,2,25,25,25,55,2,2,3,3,3,2,3,1,2,,1,1,1,1,1,1,1,1,5,4,99,9,9,1,1,3,2,2,1,1.475684665308139
201801066924,2024-04-01T19:11:04Z,2024-04-01T19:13:55Z,2,1,1,3,2,1,2,3,2,3,2,2,3,4,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,3,2,3,3,1,2,2,1,3,2,2,2,,,,,,,,,,,,2,3,3,2,3,1,3,3,3,2,1,3,2,1,1,2,3,3,3,2,1,3,2,2,2,2,2,2,2,3,3,3,1,3,3,1,1,3,2,3,3,2,4,2,2,2,2,3,4,1,96,96,96,96,2,2,4,2,2,2,2,4,2,,1,1,1,1,1,1,2,1,6,4,1,1,2,3,7,3,1,2,2,1.375862000637523
201801067117,2024-04-05T17:53:07Z,2024-04-05T18:04:08Z,1,1,1,3,2,3,2,3,3,2,2,4,3,3,3,3,2,3,4,3,4,4,3,2,3,1,3,2,3,2,1,2,1,2,2,2,2,1,2,3,1,1,1,2,1,2,1,3,2,1,2,2,2,2,2,2,1,,,,,,,,,,,,1,1,2,2,2,2,3,3,2,1,3,3,3,2,2,2,3,3,3,2,2,2,4,2,1,3,3,2,1,3,3,1,3,1,2,2,2,3,2,4,3,2,4,4,4,1,1,1,2,1,25,30,28,60,1,2,3,1,1,1,1,5,2,,1,3,5,1,1,10,,3,3,3,2,2,3,1,5,3,1,2,2,0.14691721458536913
201801067366,2024-04-04T12:31:22Z,2024-04-04T12:46:27Z,2,1,1,3,2,2,1,4,2,2,2,4,2,2,2,2,2,2,1,4,4,4,2,1,2,3,3,3,1,1,1,1,1,2,1,2,1,2,3,3,2,1,3,2,1,1,2,3,2,1,2,1,1,3,3,2,2,,,,,,,,,,,,2,2,2,1,2,3,3,3,1,2,3,3,2,2,2,3,3,4,5,2,2,2,1,1,1,1,3,3,3,4,4,3,1,2,3,3,2,2,3,4,3,1,4,4,4,3,2,2,3,2,96,96,96,96,1,3,6,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,1,2,2,1.3503390983098198
201801067429,2024-04-02T16:47:25Z,2024-04-04T11:34:57Z,2,1,1,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,3,3,4,1,2,2,2,3,1,1,1,2,1,2,4,1,1,3,1,1,2,3,1,2,2,2,1,2,2,2,3,1,2,2,2,,,,,,,,,,,,3,2,3,1,3,1,2,2,1,2,2,3,1,2,2,2,3,4,3,3,1,2,4,4,4,4,1,2,2,4,4,2,2,1,3,3,1,4,1,4,4,,4,1,4,1,1,1,3,1,96,96,96,65,1,4,9,2,1,2,1,5,2,,1,3,5,1,2,12,,3,6,4,2,2,4,3,1,5,1,2,1,0.5757853853196346
201801067455,2024-04-05T08:56:54Z,2024-04-05T09:10:47Z,1,1,2,3,2,4,1,4,4,4,4,3,99,4,99,3,3,3,2,4,4,2,4,4,1,3,4,4,1,1,1,1,1,3,2,2,1,2,4,3,1,1,4,2,1,1,,,,,,,,,,,,2,99,2,1,1,99,3,3,1,3,2,2,2,2,1,1,99,2,2,2,1,99,2,2,2,2,3,2,4,4,2,2,1,2,3,1,1,4,4,4,3,4,1,1,3,4,5,99,99,99,99,2,,4,4,4,1,1,1,1,1,23,25,24,65,1,2,3,2,4,2,3,1,2,,1,1,1,1,1,2,2,2,1,1,,1,1,1,9,1,2,1,2,1.247541607784969
201801067682,2024-04-02T15:52:43Z,2024-04-02T16:01:30Z,2,1,2,4,2,4,4,3,2,3,4,3,3,3,2,2,2,2,2,4,3,2,4,4,3,2,3,2,2,1,1,1,1,3,2,2,2,3,3,2,1,1,1,2,1,1,,,,,,,,,,,,3,2,3,2,2,3,2,3,3,3,2,2,2,4,1,3,1,2,1,2,1,2,2,2,2,2,2,2,4,4,2,2,3,2,1,1,1,3,3,3,4,4,1,1,2,5,5,2,1,4,3,4,,4,5,5,2,1,1,2,2,96,96,96,60,2,2,3,3,2,2,1,6,2,,1,1,1,1,2,12,,3,5,1,,1,1,3,6,2,2,2,2,1.2926139948520985
201801067784,2024-04-02T16:05:09Z,2024-04-02T16:15:13Z,1,1,1,4,2,4,3,4,3,4,3,4,3,3,3,3,2,3,4,4,4,3,3,4,3,2,2,2,3,2,1,1,1,3,3,3,1,2,3,1,1,1,1,2,1,2,2,2,2,1,3,1,2,2,2,2,2,,,,,,,,,,,,2,2,2,1,2,3,3,3,3,1,3,2,2,1,2,3,2,4,4,1,2,2,4,2,2,1,3,3,3,3,3,4,4,99,3,2,2,3,2,3,3,3,4,5,5,1,1,1,2,1,96,96,96,96,1,2,4,2,3,2,1,5,2,,1,2,2,1,1,12,,3,6,3,1,1,1,1,9,2,2,1,3,1.1592878647540927
201801067990,2024-04-02T17:19:22Z,2024-04-02T17:47:09Z,2,1,2,4,2,2,2,4,2,4,2,4,2,3,3,1,1,1,2,4,4,4,2,2,1,3,3,1,1,3,1,1,1,3,2,2,2,3,3,3,2,3,3,1,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,3,3,3,1,3,3,2,3,1,1,3,3,4,4,2,2,2,2,2,1,1,2,3,3,4,4,1,3,1,2,2,2,1,2,4,3,2,4,4,4,1,1,1,1,1,96,96,96,96,1,2,4,1,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,2,2,2,1.0042284153502083
201801068005,2024-04-07T16:27:17Z,2024-04-07T16:38:17Z,2,1,2,3,2,3,1,4,4,4,4,3,3,3,3,2,2,2,2,3,4,3,3,4,2,3,4,3,3,2,1,1,1,2,2,2,1,3,3,2,2,2,3,2,1,1,,,,,,,,,,,,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,1,3,3,3,3,1,1,2,1,1,1,3,3,4,4,1,2,2,2,4,1,2,4,4,4,3,3,1,2,2,5,4,2,1,4,3,3,3,5,1,5,1,1,1,3,1,96,96,96,96,2,2,4,3,2,1,2,4,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,99,1,2,2,99,1.25938552468691
201801068056,2024-04-02T16:13:15Z,2024-04-02T16:23:30Z,1,1,2,4,2,3,3,3,2,2,2,3,2,2,3,2,2,2,4,2,4,4,5,3,4,1,2,1,2,2,1,1,1,2,2,2,3,1,1,3,1,1,1,2,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,5,2,2,2,4,4,4,4,1,1,1,3,3,4,2,3,3,2,1,4,1,4,5,,4,1,5,1,1,1,3,2,96,96,96,96,1,2,4,1,1,1,3,2,2,,1,1,1,1,6,12,,3,6,2,,2,4,1,1,5,1,2,1,2.8872520832756754
201801068101,2024-04-02T17:32:49Z,2024-04-02T17:47:16Z,2,1,2,3,2,4,3,4,2,2,2,4,2,2,2,3,2,2,4,3,4,4,2,3,4,1,1,1,3,1,2,2,1,1,1,2,3,1,1,3,2,1,2,2,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,1,2,3,2,3,1,2,2,2,2,2,2,3,5,2,2,2,4,3,2,2,3,3,2,3,3,3,1,1,2,2,1,4,1,4,3,2,4,4,5,2,1,2,2,2,30,35,35,60,1,1,2,1,1,1,1,6,2,,1,1,1,1,2,12,,3,6,4,2,2,4,3,9,5,1,2,3,1.49370141847122
201801068360,2024-04-04T15:16:42Z,2024-04-04T15:29:19Z,2,1,2,2,2,4,2,3,2,2,2,4,2,1,3,3,1,2,4,2,4,4,2,2,4,1,1,2,2,1,1,1,2,1,1,1,3,2,2,2,2,1,1,2,2,2,,,,,,,,,,,,1,1,2,1,1,1,1,2,3,2,3,2,1,2,1,1,1,3,3,2,3,1,2,3,3,3,2,3,4,4,1,2,2,4,3,2,2,3,3,3,3,3,1,3,3,2,2,1,4,1,4,3,1,4,4,5,1,1,1,1,2,27,27,27,65,1,3,7,2,4,2,1,6,2,,4,3,5,4,1,12,,3,5,2,,2,4,1,7,4,2,2,2,0.190386261672827
201801068366,2024-04-02T21:16:38Z,2024-04-02T21:42:59Z,2,1,1,3,2,3,1,3,3,3,3,3,2,3,2,1,2,1,2,4,4,4,2,4,1,4,3,3,3,1,1,1,1,3,2,1,1,2,4,4,2,2,4,2,1,1,1,2,3,1,2,2,1,3,3,1,1,,,,,,,,,,,,2,1,1,1,2,3,3,3,3,1,3,2,2,2,3,2,3,4,4,1,2,1,1,1,1,2,3,3,4,4,3,1,1,2,3,3,4,1,3,3,4,,1,4,5,2,1,1,3,1,25,25,25,65,1,3,7,3,3,2,2,4,2,,1,1,1,1,1,2,2,2,5,1,,1,2,1,8,3,1,1,2,1.5019959558864617
201801068669,2024-04-02T17:06:14Z,2024-04-02T17:31:14Z,2,1,2,4,1,4,2,4,3,3,3,4,3,4,3,3,3,3,3,3,4,4,3,2,4,1,1,2,2,1,1,1,1,4,2,2,3,2,1,3,2,1,1,2,2,2,,,,,,,,,,,,2,2,2,1,2,2,3,2,2,2,3,2,2,1,1,1,3,3,3,3,1,3,2,2,2,2,3,3,4,4,2,2,2,3,1,1,2,2,2,3,3,4,1,3,99,2,2,1,4,1,4,4,,4,4,5,1,1,1,1,1,96,96,96,96,1,3,7,1,3,2,3,2,2,,1,1,1,1,1,1,2,1,6,1,,1,2,1,6,3,2,2,2,1.15568667989933
201801069017,2024-04-04T11:11:20Z,2024-04-04T11:50:18Z,2,1,2,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,2,3,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,4,4,3,2,2,4,2,2,3,2,2,2,3,3,3,4,2,1,3,1,4,1,4,4,,5,5,5,2,1,1,2,1,28,28,97,55,2,3,7,3,1,2,3,2,2,,1,1,1,1,2,1,2,1,6,3,1,1,2,3,5,3,1,2,2,3.268145186521507
201801069482,2024-04-04T12:10:34Z,2024-04-04T15:10:22Z,2,1,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,5,5,5,1,3,1,2,1,2,3,3,4,3,3,2,4,2,2,2,2,2,2,1,3,,,,,,,,,,,,3,2,3,2,2,3,3,2,3,3,3,2,2,2,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,5,1,2,2,3,2,4,2,2,2,2,5,5,3,4,3,99,99,1,4,2,4,4,,3,1,5,3,1,1,4,2,96,23,96,,1,3,7,2,2,2,1,5,1,1,1,99,3,1,6,2,99,2,5,99,99,9,9,3,3,2,1,2,1,1.8633395285549486
201801069511,2024-04-02T21:16:32Z,2024-04-02T21:52:51Z,2,1,1,3,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2,3,3,4,3,3,3,3,3,2,3,2,1,2,1,2,2,2,1,3,3,3,2,3,3,2,1,2,2,2,2,2,3,2,1,3,2,1,2,,,,,,,,,,,,2,2,3,1,3,3,3,2,2,1,2,3,2,2,3,2,3,4,4,2,2,2,2,2,1,1,3,3,3,3,4,1,1,3,3,3,2,1,2,3,3,2,4,4,5,2,1,1,3,1,28,28,30,65,1,3,7,2,3,1,3,2,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,2,2,3,1.3603371980874353
201801069803,2024-04-05T19:00:27Z,2024-04-05T19:10:15Z,2,1,2,2,2,3,1,4,2,3,2,4,2,3,2,2,2,3,3,4,4,4,5,1,2,3,4,3,4,2,1,1,1,1,2,1,2,2,3,3,1,3,3,1,1,3,,,,,,,,,,,,2,2,2,2,2,1,3,2,2,2,2,1,1,2,1,2,1,1,2,3,1,2,3,3,3,3,3,3,4,5,1,2,1,3,4,2,2,3,3,2,4,4,1,2,1,3,2,1,2,2,4,3,2,4,4,4,1,1,2,4,1,25,28,30,65,1,3,5,2,1,1,2,4,2,,1,1,1,1,3,3,2,4,1,3,1,1,1,1,5,2,1,2,2,1.6526792648826405
201801069821,2024-04-04T22:54:48Z,2024-04-04T23:01:56Z,2,1,2,3,2,3,4,2,1,1,2,3,2,2,2,3,2,2,4,2,3,4,5,2,4,1,1,1,3,2,1,1,1,2,1,2,4,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,1,1,3,3,3,1,2,3,3,1,3,3,1,2,3,2,3,3,3,1,3,3,1,3,1,2,2,2,3,5,3,2,3,4,4,3,4,2,1,1,2,3,2,2,3,3,2,1,4,1,4,5,,4,2,5,1,1,1,3,1,96,96,96,65,1,4,8,2,1,3,2,3,2,,1,1,1,1,3,9,,3,6,2,,2,4,2,3,5,2,2,1,2.7485140679371556
201801069954,2024-04-02T15:38:21Z,2024-04-02T15:54:13Z,2,1,2,2,2,2,1,4,2,3,1,4,2,1,3,1,2,2,4,1,4,4,2,1,4,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,3,3,3,4,1,2,1,3,2,1,1,1,1,1,3,3,1,2,1,1,1,1,4,1,4,4,,4,4,5,1,1,1,2,1,25,25,25,60,1,4,8,2,3,1,3,2,1,1,4,4,3,4,1,10,,3,5,2,,2,4,1,8,4,1,2,2,1.0014935815797692
201801070062,2024-04-02T16:35:30Z,2024-04-02T16:56:43Z,2,1,2,1,2,3,1,3,1,1,1,4,2,2,2,1,1,2,4,2,4,4,2,1,4,3,3,3,3,1,1,2,1,1,1,1,2,3,3,3,1,1,4,2,2,1,,,,,,,,,,,,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,1,3,3,3,3,2,3,3,2,3,3,4,3,2,2,1,4,4,2,4,1,1,1,5,4,1,2,1,1,1,2,99,2,4,2,,4,4,5,2,1,1,4,2,25,26,30,55,1,4,8,3,3,1,1,5,2,,1,1,1,1,1,12,,3,6,3,2,2,3,1,99,2,2,2,99,1.1077118063064082
201801070144,2024-04-03T06:51:36Z,2024-04-03T07:13:22Z,1,1,1,1,2,3,2,4,2,3,1,4,3,2,3,2,2,2,4,2,4,4,2,2,4,1,2,1,2,2,1,1,1,1,1,1,3,1,2,3,2,1,2,2,2,1,1,2,3,1,2,1,2,1,2,2,1,,,,,,,,,,,,2,2,1,1,1,1,3,3,2,1,3,2,3,3,2,3,3,2,3,2,1,1,4,4,3,3,1,1,2,3,4,3,3,1,1,1,1,3,2,4,3,1,4,4,4,1,1,2,1,1,96,30,96,60,1,2,3,2,4,2,1,6,2,,1,1,1,1,1,1,2,1,5,2,,2,4,1,9,4,1,2,3,1.4682436804618195
201801070175,2024-04-03T08:51:07Z,2024-04-03T09:06:14Z,2,1,2,2,2,3,2,4,2,3,2,3,2,2,2,2,2,2,3,4,4,3,3,3,3,1,4,4,4,1,1,1,1,4,2,2,1,2,4,3,1,1,2,2,1,1,,,,,,,,,,,,2,2,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,3,3,3,1,1,2,2,3,1,3,2,4,4,1,2,2,3,2,1,2,2,2,3,3,4,1,1,2,5,3,2,1,2,4,3,1,4,1,4,1,1,1,2,1,96,96,96,96,1,4,8,1,2,1,3,2,2,,1,1,1,1,1,12,,3,5,1,,1,2,1,9,3,1,2,3,1.1451209901914037
201801070178,2024-04-02T20:07:51Z,2024-04-02T20:36:14Z,2,1,1,3,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,2,4,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,,,,,,,,,,,,1,1,1,2,2,3,3,3,3,2,3,2,3,3,3,3,3,4,4,2,2,1,2,1,1,2,2,2,1,2,2,1,3,2,1,1,1,4,1,4,3,1,5,2,5,3,1,1,3,2,96,96,35,66,1,4,8,1,3,2,2,3,2,,99,2,2,3,1,1,1,1,2,2,,2,4,1,1,4,4,2,1,2.536577363238426
201801070419,2024-04-07T10:20:04Z,2024-04-07T10:39:52Z,2,1,1,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,1,1,1,2,3,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,2,5,4,4,1,1,1,1,2,21,25,35,55,1,4,9,2,4,1,2,3,2,,99,3,5,4,1,2,2,2,2,1,,1,1,1,99,2,3,2,99,0.21274462972977257
201801070459,2024-04-01T19:27:44Z,2024-04-01T19:39:21Z,2,1,1,2,2,2,2,3,2,2,2,4,2,2,2,2,3,3,3,3,3,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,2,2,1,2,3,3,2,3,2,2,2,2,2,2,3,,,,,,,,,,,,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,5,2,2,2,4,4,3,3,2,2,2,5,5,4,3,3,2,2,1,4,1,4,4,,5,5,5,3,1,1,3,1,35,96,96,60,1,4,9,2,3,2,2,3,2,,1,3,5,1,3,12,,3,6,2,,2,4,1,3,4,2,2,1,0.13467735201115016
201801070466,2024-04-03T19:08:19Z,2024-04-03T19:19:30Z,2,1,2,3,2,3,2,3,2,2,2,4,3,3,3,2,2,2,3,2,4,4,2,3,4,1,1,2,3,3,1,1,2,1,2,1,3,2,3,2,1,2,2,2,1,1,,,,,,,,,,,,3,1,2,1,2,3,3,3,3,3,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,3,4,3,2,4,3,3,2,5,5,4,1,1,5,5,2,4,1,4,3,3,5,5,5,3,2,2,5,2,96,96,96,96,1,4,9,2,2,2,1,6,2,,3,3,5,4,6,7,,4,5,2,,2,3,1,7,3,1,2,2,0.24139725318325003
201801070495,2024-04-03T03:22:29Z,2024-04-03T03:37:37Z,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,4,1,3,4,2,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,1,1,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,2,2,3,3,4,4,3,2,4,4,4,1,2,1,1,1,1,3,1,2,1,1,1,1,4,1,4,4,,4,4,4,1,2,3,5,1,23,24,28,60,1,4,9,2,3,2,3,2,2,,1,4,4,1,3,11,,4,6,2,,2,4,1,1,4,1,2,1,1.092927005299673
201801070504,2024-04-04T13:15:52Z,2024-04-04T13:23:25Z,2,1,2,4,2,4,2,3,2,2,3,3,3,3,2,2,3,2,2,3,5,4,5,5,5,1,2,1,1,2,3,2,1,2,2,2,2,2,3,2,3,2,2,2,1,2,,,,,,,,,,,,2,1,2,2,2,3,1,2,3,2,2,3,2,3,1,1,1,3,1,1,3,2,3,1,3,2,1,2,3,3,2,2,3,2,4,2,3,3,2,2,2,3,2,3,2,1,3,3,3,3,3,3,2,4,2,2,3,1,2,4,2,96,96,96,96,1,4,8,3,1,2,3,2,2,,1,1,1,1,1,12,,3,6,4,1,1,1,3,4,2,1,2,2,2.9832643098966307
