QKEY,INTERVIEW_START_W139,INTERVIEW_END_W139,DEVICE_TYPE_W139,LANG_W139,FORM_W139,XPARTYSUMFINAL_W139,XREG_W139,SATIS_W139,POL1JB_W139,POL1JBSTR_W139,INSTFAV_a_W139,INSTFAV_b_W139,INSTFAV_c_W139,INSTFAV_FED_W139,INSTFAV_STAT_W139,INSTFAV_LOC_W139,JBCONF_ECON_W139,JBCONF_CRIS_W139,JBCONF_IMMI_W139,JBCONF_CONG_W139,JBCONF_CLSR_W139,ISGZ_BDN_W139,REPFIELD_W139,REPNOMOE_CODED_W139,PRICANDSAT_R_DT_W139,PRICANDSAT_R_RDS_W139,PRICANDSAT_R_CC_W139,PRICANDSAT_R_VR_W139,PRICANDSAT_R_NH_W139,REPDEALFGHT_W139,PRMRYSYT_W139,REPPRI_FCS_W139,REPPRIMINT_W139,REPPRIMCOMP_W139,UKRFOL_W139,JB_RUSUKR_APP_W139,UKR_SPRT_W139,RU_UKN_THRT2_W139,PARTYTRAITH2H_FED_W139,PARTYTRAITH2H_WORK_W139,PARTYTRAITH2H_PLM_W139,PARTYTRAITH2H_SEL_W139,PARTYTRAITH2H_HON_W139,PARTYTRAITH2H_UNI_W139,PARTYTRAITH2H_LEAD_W139,PARTYTRAITH2H_MID_W139,ISGZ_FOL_W139,ISGZ_RESPNSBL_ISRGOV_W139,ISGZ_RESPNSBL_HMS_W139,ISGZ_RESPNSBL_ISRPPL_W139,ISGZ_RESPNSBL_PLS_W139,ISGZ_RESPNS_W139,BIDEN_FAVORISRPAL_W139,ISGZ_CONC_BIG_W139,ISGZ_CONC_TERR_W139,ISGZ_CONC_RSLV_W139,ISGZ_CONC_VLC_JW_W139,ISGZ_CONC_VLC_MSLM_W139,COEX_W139,COLGJOB_W139,COLGIMP_W139,EDUCJOB_W139,DEGRCOST_W139,NDEGRJOB_W139,DTREPPTY_W139,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W139
201801078961,2023-11-29T20:33:22Z,2023-11-29T20:46:19Z,2,1,2,1,1,2,2,1,,,,3,3,3,4,4,4,4,4,3,2,3,2,1,4,5,2,2,2,1,2,2,3,2,1,2,,,,,1,3,3,1,3,2,1,2,2,3,,3,4,3,4,4,1,4,2,2,1,3,2,1,1,2,3,3,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,9,2,1,1,3,1.0598362255567118
201801079121,2023-11-28T22:33:00Z,2023-11-28T22:37:20Z,1,1,2,2,1,1,1,1,,,,2,2,2,1,1,1,2,2,5,4,,,,,,,,,2,2,2,4,1,3,1,,,,,2,2,2,2,5,1,1,5,5,1,,1,1,3,3,1,1,3,2,1,1,2,,1,1,2,2,2,1,1,6,2,,4,3,5,4,3,9,,3,6,2,,2,4,1,9,4,1,1,3,0.07233183761957106
201801079157,2023-11-27T19:51:02Z,2023-11-27T19:57:21Z,2,1,1,1,1,2,2,1,2,3,3,,,,3,4,4,4,4,4,1,8,1,2,3,2,2,1,1,1,1,2,2,3,1,1,1,3,1,3,,,,,2,3,1,3,2,,2,2,1,2,2,4,1,3,2,3,2,2,2,1,1,2,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,1,2,2,1.127108630409237
201801079322,2023-11-29T17:22:17Z,2023-11-29T17:38:55Z,2,1,2,1,1,2,2,1,,,,3,3,2,4,4,4,4,4,2,2,8,1,2,4,5,3,1,1,1,2,2,2,3,3,2,,,,,1,3,3,1,2,2,1,5,5,3,,3,3,4,3,4,1,3,3,4,1,3,2,1,1,2,2,4,1,3,2,2,,1,1,1,1,5,2,2,2,4,1,,1,1,1,2,2,2,2,1,1.268885999950681
201801079340,2023-11-28T22:07:29Z,2023-11-28T22:17:50Z,1,1,1,2,2,1,1,1,3,1,2,,,,2,2,2,1,2,2,3,,,,,,,,,2,1,1,3,2,3,4,2,2,2,2,,,,,3,2,1,2,2,,3,3,3,2,3,2,1,3,1,2,1,3,,1,1,2,2,4,1,1,6,2,,1,2,2,1,5,1,1,1,1,2,,2,3,3,3,3,3,1,2,0.1946908571213735
201801079414,2023-11-28T16:39:49Z,2023-11-28T17:09:27Z,2,1,2,1,1,2,2,2,,,,3,3,3,3,2,2,2,3,2,3,2,4,3,1,4,5,1,3,2,2,2,4,2,3,1,,,,,3,1,1,3,3,2,1,5,5,3,,1,1,1,1,2,1,2,1,3,2,3,5,1,1,2,2,4,2,2,4,2,,1,1,1,1,5,1,2,1,3,1,,1,2,1,4,3,2,2,2,1.136899515210877
201801079435,2023-11-29T15:26:06Z,2023-11-30T12:26:21Z,2,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,3,2,3,2,1,3,3,2,1,2,2,2,2,3,3,3,2,1,3,3,3,,,,,3,2,1,3,2,,4,3,1,4,3,4,2,3,3,2,1,3,2,1,1,2,2,3,1,1,6,2,,1,1,1,1,5,1,2,1,4,1,,1,2,1,99,3,2,2,99,1.064682110648924
201801079611,2023-11-28T15:45:22Z,2023-11-28T16:05:57Z,2,1,1,1,1,2,2,1,3,3,4,,,,3,4,4,3,4,4,3,2,4,3,1,4,1,1,4,1,1,2,3,4,1,2,3,3,1,3,,,,,3,2,1,5,5,,3,2,3,3,2,2,99,2,1,2,99,3,99,1,1,2,2,4,2,2,4,2,,1,1,1,1,1,2,,2,6,3,1,1,2,1,9,3,2,2,2,0.9768101468934696
201801079675,2023-11-28T16:13:31Z,2023-11-28T16:21:39Z,2,1,1,1,1,2,2,2,2,2,3,,,,3,4,4,99,4,5,3,95,2,4,4,5,5,1,3,1,1,2,4,3,4,1,2,2,2,1,,,,,3,1,2,1,2,,1,3,3,4,4,2,1,4,2,3,2,2,4,1,1,2,1,2,2,2,3,2,,1,2,2,1,6,12,,3,5,4,1,1,2,1,2,3,1,1,1,0.7263942864592488
201801079688,2023-11-30T17:42:03Z,2023-11-30T17:45:38Z,2,1,2,2,1,2,99,,,,,3,2,99,3,3,3,3,4,4,4,,,,,,,,,2,2,2,3,99,99,99,,,,,2,3,99,2,3,1,99,1,99,1,,99,5,99,3,3,1,2,1,1,1,4,,1,1,2,2,2,2,1,6,99,,1,99,99,1,1,99,,99,4,2,,2,4,1,9,5,1,1,3,1.1289988063806424
201801079809,2023-12-02T12:17:14Z,2023-12-02T12:24:05Z,2,1,1,1,1,2,2,1,2,4,4,,,,4,4,4,3,4,4,2,8,1,1,4,1,2,1,2,1,1,2,2,3,1,2,1,1,1,1,,,,,3,2,1,2,2,,4,3,2,2,3,3,2,4,1,6,3,4,2,1,1,2,1,3,2,3,2,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,1,1,2,3,0.9028520826229026
201801080453,2023-11-28T16:30:32Z,2023-11-28T16:34:03Z,1,1,2,2,2,2,2,2,,,,4,3,3,3,2,4,4,4,3,4,,,,,,,,,2,2,2,2,2,2,2,,,,,2,3,2,2,2,1,1,2,3,1,,2,4,2,3,3,2,3,1,4,3,4,,1,1,2,2,2,1,2,4,1,8,4,1,3,4,6,9,,3,6,4,2,2,4,3,5,5,1,2,2,1.1541414570571824
201801080556,2023-12-01T13:11:33Z,2023-12-01T13:14:48Z,1,1,1,1,1,1,1,1,2,3,2,,,,2,2,2,2,2,2,2,95,2,2,2,2,2,2,2,1,1,1,5,3,1,2,1,2,1,1,,,,,4,5,5,5,5,,4,3,3,3,3,3,1,2,1,3,2,3,2,1,1,2,2,2,2,1,5,2,,4,3,5,4,1,8,,4,5,3,1,1,2,1,9,3,1,2,3,0.4393846525718608
201801080559,2023-11-28T20:19:48Z,2023-11-28T20:48:15Z,2,1,2,2,1,1,1,2,,,,3,3,3,2,2,2,2,2,2,1,,,,,,,,,1,1,2,5,5,4,4,,,,,3,3,3,3,5,5,5,5,5,4,,3,3,3,3,3,1,3,2,5,2,3,,1,4,9,1,2,2,1,5,2,,4,2,2,4,1,1,1,1,2,4,2,2,4,1,1,4,2,1,1,1.0423659864501165
201801080718,2023-11-28T18:54:08Z,2023-11-28T18:57:47Z,2,1,1,2,1,1,1,2,4,3,3,,,,2,4,3,2,4,4,4,,,,,,,,,2,2,2,4,2,2,1,3,3,3,3,,,,,2,1,1,2,3,,1,1,5,2,3,2,2,2,1,1,2,3,,1,1,2,1,2,2,1,5,2,,4,3,5,4,2,10,,3,5,2,,2,4,1,9,5,1,1,3,0.1880761437589983
201801081003,2023-11-28T15:38:24Z,2023-11-28T15:42:46Z,2,1,1,2,1,2,1,2,4,3,4,,,,2,2,3,2,3,3,3,,,,,,,,,2,2,2,3,2,3,2,2,3,2,3,,,,,3,1,1,2,2,,1,2,4,3,3,3,1,3,3,2,2,4,,1,1,2,1,2,2,1,6,2,,1,1,1,1,6,12,,3,5,2,,2,4,1,1,4,1,1,1,1.0671628362260672
201801081020,2023-11-30T11:13:55Z,2023-11-30T11:18:31Z,2,1,1,2,1,2,1,1,4,1,3,,,,1,1,1,1,1,2,4,,,,,,,,,2,2,2,3,1,3,1,2,2,2,2,,,,,2,1,1,2,2,,1,1,2,2,2,2,1,2,1,1,1,4,,1,1,2,1,2,2,1,6,2,,1,1,1,1,1,10,,3,5,2,,2,4,1,9,5,1,1,3,0.7348589398781958
201801081041,2023-11-28T15:28:56Z,2023-11-28T15:39:47Z,1,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,3,4,4,3,8,1,2,4,2,2,1,3,2,2,2,3,3,1,2,3,1,3,1,,,,,3,1,1,3,3,,4,1,3,3,2,4,2,4,2,2,3,1,2,1,1,2,2,1,1,1,6,2,,1,1,1,1,2,1,2,1,5,1,,1,1,1,7,2,1,1,2,0.780130656164773
201801081122,2023-11-28T17:00:06Z,2023-11-28T17:43:46Z,1,1,1,2,1,99,99,,4,2,99,,,,2,1,2,1,2,4,4,,,,,,,,,2,2,2,3,1,2,1,2,2,2,2,,,,,2,1,1,1,3,,1,3,5,2,3,2,99,2,1,1,2,3,,1,1,2,1,4,2,1,6,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,7,5,3,2,2,1.0088060539757018
201801081137,2023-11-28T18:46:01Z,2023-11-28T18:51:46Z,2,1,1,2,1,2,1,1,3,3,3,,,,2,2,2,3,2,1,4,,,,,,,,,2,2,2,3,2,2,1,2,2,2,2,,,,,1,3,1,3,3,,3,4,5,1,1,3,1,2,2,1,1,2,,1,1,2,1,2,2,1,6,2,,1,1,1,1,6,5,,4,4,2,,2,4,1,8,4,2,2,3,1.274880049471166
201801081269,2023-11-28T18:25:07Z,2023-11-28T18:28:16Z,2,1,1,2,2,2,1,1,4,2,3,,,,2,2,2,2,2,5,4,,,,,,,,,2,1,99,4,5,4,1,3,3,2,2,,,,,4,1,1,3,3,,4,2,4,3,2,2,2,99,1,1,2,3,,1,1,2,1,2,2,1,6,2,,1,3,5,1,6,12,,3,6,4,2,2,4,3,9,4,1,2,2,0.18251232852851387
201801081476,2023-11-28T21:58:49Z,2023-11-28T22:05:10Z,2,1,1,2,1,2,1,2,4,2,3,,,,2,2,3,3,3,4,4,,,,,,,,,2,2,2,2,2,4,4,2,2,2,2,,,,,1,1,2,2,2,,1,2,2,2,3,3,1,2,1,6,1,4,,1,1,2,1,4,2,2,3,2,,1,1,1,1,2,11,2,4,2,2,,2,4,1,1,4,2,2,1,1.1382278456615826
201801081563,2023-11-29T10:23:28Z,2023-11-29T10:53:00Z,2,1,2,9,2,2,1,2,,,,2,3,2,3,3,3,3,3,3,4,99,,,,,,1,3,99,2,99,4,5,4,4,,,,,3,3,3,3,4,5,5,5,5,4,,2,2,2,2,3,2,2,1,3,2,4,5,1,1,2,2,3,2,3,2,2,,1,1,1,1,3,2,2,2,5,4,99,9,9,3,5,99,1,2,2,1.6221580101518334
201801081843,2023-11-28T20:04:34Z,2023-11-28T20:11:49Z,2,1,2,2,2,2,1,2,,,,3,3,3,2,2,2,2,3,2,4,,,,,,,,,2,2,2,2,2,3,2,,,,,3,2,3,2,3,1,1,3,3,1,,2,3,3,3,2,1,4,2,3,3,2,,1,1,2,1,3,2,1,6,2,,4,3,5,4,3,12,,3,6,2,,2,4,3,6,4,1,2,2,0.1889233884932683
201801082109,2023-11-28T16:39:38Z,2023-11-28T18:26:41Z,2,1,2,2,1,2,1,1,,,,1,1,2,1,1,1,2,2,1,4,,,,,,,,,2,2,2,1,1,2,1,,,,,2,2,2,2,1,2,1,2,2,1,,2,4,2,1,3,1,2,2,1,2,3,,1,1,2,2,2,1,1,6,2,,4,1,1,4,1,5,,4,4,2,,2,4,1,9,5,1,2,3,0.9426700271393148
201801082114,2023-11-30T11:18:01Z,2023-11-30T11:22:00Z,2,1,1,2,2,2,99,,3,2,99,,,,99,99,99,99,99,5,4,,,,,,,,,99,2,99,99,5,4,99,3,2,2,2,,,,,4,99,99,99,99,,4,2,1,3,2,1,99,2,2,2,3,3,,1,1,2,1,1,2,1,5,2,,1,3,5,1,2,2,2,2,5,2,,2,4,2,5,4,1,2,2,1.1859290637324187
201801082360,2023-11-29T23:07:28Z,2023-11-29T23:13:31Z,3,1,2,2,1,1,1,1,,,,3,2,2,99,1,1,1,1,1,4,,,,,,,,,2,2,2,2,1,2,1,,,,,2,2,2,2,2,2,1,2,2,3,,2,2,2,3,3,1,4,2,3,1,3,,1,1,2,2,3,1,1,5,2,,1,1,1,1,3,2,2,2,6,3,2,2,3,1,9,3,2,1,2,1.264701238165655
201801082397,2023-11-29T19:36:37Z,2023-11-29T19:39:41Z,1,1,2,2,1,2,2,2,,,,3,3,2,3,3,3,3,3,2,3,,,,,,,,,1,2,2,1,1,3,2,,,,,3,3,3,3,1,2,1,2,2,3,,3,4,4,2,4,2,4,2,4,3,3,,1,1,2,2,3,1,1,5,1,6,1,1,3,1,1,9,,3,6,3,2,2,3,1,9,3,2,1,2,0.21493268863820786
201801082597,2023-11-28T21:08:00Z,2023-11-28T21:10:34Z,1,1,1,2,1,2,1,2,4,2,3,,,,2,2,2,2,3,4,4,,,,,,,,,2,2,2,4,2,3,2,2,2,2,2,,,,,4,1,1,3,3,,1,2,4,1,1,1,1,2,3,1,1,4,,1,1,2,1,2,2,1,6,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,5,5,1,2,2,0.9044402652027356
201801082627,2023-11-28T16:27:27Z,2023-11-28T16:33:09Z,2,1,1,1,1,2,2,1,1,4,2,,,,4,4,4,4,4,2,2,8,4,1,4,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,,,,,3,3,1,3,1,,3,3,3,3,1,5,2,4,2,4,2,3,3,1,1,2,1,4,2,3,1,2,,4,3,5,4,1,12,,3,6,1,,1,1,1,4,2,4,2,2,1.2891369226780656
201801082874,2023-11-28T15:53:33Z,2023-11-28T15:57:39Z,1,1,2,2,1,2,1,1,,,,3,3,3,2,1,2,2,99,2,3,,,,,,,,,2,2,2,3,1,2,2,,,,,2,2,2,2,1,1,1,3,3,1,,2,3,1,2,2,1,2,3,2,2,4,,1,1,2,1,2,2,1,6,2,,1,1,1,1,1,5,,4,4,2,,2,4,1,9,5,1,1,2,0.9538090685296312
201801082915,2023-12-03T10:40:26Z,2023-12-03T10:44:36Z,2,1,2,2,1,1,1,1,,,,3,2,2,1,1,3,1,2,2,4,,,,,,,,,2,2,2,3,1,3,2,,,,,2,3,2,3,3,2,1,2,1,1,,3,4,2,3,3,1,2,1,1,2,4,,1,1,2,1,2,1,1,6,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,4,1,1,3,0.8975275679060646
201801083071,2023-11-28T16:32:45Z,2023-11-28T16:35:49Z,1,1,2,2,1,2,1,2,,,,3,3,3,3,3,3,3,3,3,4,,,,,,,,,2,2,2,4,2,3,2,,,,,3,3,3,3,4,2,1,3,3,1,,4,4,2,3,3,2,2,1,3,2,4,,1,1,2,1,1,1,1,5,2,,4,1,1,4,6,10,,3,6,3,2,2,4,1,9,4,1,2,2,1.535192458526825
201801083276,2023-11-28T19:30:03Z,2023-11-28T19:40:49Z,2,1,1,1,1,2,2,1,1,3,2,,,,4,2,3,3,3,3,3,8,1,2,2,2,2,2,99,1,1,1,4,4,99,2,1,1,1,2,,,,,3,2,1,2,2,,1,2,3,2,1,2,1,1,3,1,99,4,1,1,1,2,1,3,2,1,5,2,,4,3,5,4,1,1,1,1,4,1,,1,1,1,5,2,1,1,2,0.28084327446818863
201801083305,2023-11-28T15:51:39Z,2023-11-28T15:59:55Z,1,1,2,2,1,2,1,2,,,,4,3,3,2,1,3,3,3,2,4,,,,,,,,,2,2,2,3,3,2,2,,,,,3,2,2,2,3,2,1,2,2,4,,5,5,4,1,2,2,3,1,5,2,2,,1,1,2,2,4,1,2,3,2,,1,1,1,1,6,9,,3,6,4,2,2,4,1,1,5,2,2,1,1.370496679438038
201801083419,2023-11-29T10:15:29Z,2023-11-29T10:18:21Z,2,1,1,2,1,2,2,2,3,3,3,,,,3,3,3,3,3,4,4,,,,,,,,,2,2,2,3,3,3,2,3,3,3,3,,,,,3,1,2,3,3,,1,3,4,1,4,2,1,3,1,2,2,3,,1,1,2,1,1,1,2,3,1,4,1,1,3,1,6,10,,3,6,3,2,2,3,1,7,3,1,2,2,1.7715834181478238
201801083830,2023-11-28T16:38:48Z,2023-11-28T16:48:57Z,2,1,2,2,1,2,1,1,,,,2,1,3,1,1,1,1,1,2,3,,,,,,,,,2,1,1,3,2,3,2,,,,,2,2,2,2,3,2,1,5,5,3,,3,3,4,3,3,1,2,1,2,1,4,,1,1,2,2,3,2,1,6,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,99,5,2,1,99,1.2798252073659115
201801083964,2023-11-28T19:16:35Z,2023-11-28T19:59:24Z,2,1,2,2,1,2,1,1,,,,2,2,2,1,1,1,2,2,4,3,,,,,,,,,2,1,2,3,5,3,4,,,,,3,2,3,2,2,5,5,5,5,1,,1,1,1,1,1,2,3,3,1,1,3,,1,1,2,2,3,2,3,2,2,,1,2,2,1,6,1,,1,4,2,,2,3,1,2,3,,2,2,1.9948576073509077
201801083973,2023-11-28T15:25:30Z,2023-11-28T15:32:25Z,1,1,2,1,1,2,2,1,,,,3,2,2,4,4,4,4,4,4,2,8,1,2,4,3,2,2,2,1,1,2,3,2,3,1,,,,,1,3,1,1,3,3,1,3,2,2,,3,3,3,3,3,2,3,1,3,2,3,2,1,1,2,3,4,1,3,2,2,,1,1,1,1,1,1,1,1,99,1,,1,1,1,3,1,3,2,2,1.0704666723519798
201801084067,2023-11-28T15:45:14Z,2023-11-28T15:50:18Z,2,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,3,4,3,3,4,4,3,3,4,2,1,3,1,1,2,1,3,1,2,1,3,3,3,,,,,2,2,1,2,2,,3,3,2,3,3,4,1,4,2,1,2,2,5,1,1,2,2,2,2,1,6,2,,1,99,99,1,1,11,,4,6,4,1,1,2,1,9,3,1,1,2,1.0682961629470547
201801084120,2023-11-28T15:26:41Z,2023-11-28T15:31:07Z,1,1,2,2,1,1,1,1,,,,2,2,2,1,2,1,2,3,1,4,,,,,,,,,2,2,2,2,2,2,1,,,,,2,2,2,2,1,2,1,3,3,3,,4,4,3,2,3,2,2,3,2,2,4,,1,1,2,2,3,2,1,5,2,,1,1,1,1,1,5,,4,6,2,,2,4,1,7,4,1,2,2,1.0951926977357236
201801084182,2023-11-28T16:11:33Z,2023-11-28T18:50:01Z,1,1,2,9,1,2,2,2,,,,3,2,2,3,3,3,3,3,3,2,99,3,4,4,2,2,1,2,2,1,2,3,2,3,3,,,,,3,2,3,2,3,1,1,1,1,3,,3,3,3,3,3,1,2,2,3,1,3,3,1,1,2,2,3,2,2,4,2,,1,1,1,1,1,2,2,2,5,4,99,9,9,1,99,3,1,2,99,1.1373776319948283
201801084249,2023-11-30T11:15:28Z,2023-11-30T11:19:49Z,1,1,1,2,2,2,1,2,4,2,4,,,,1,2,2,3,4,2,4,,,,,,,,,2,2,2,4,1,3,1,2,2,2,2,,,,,3,1,1,5,5,,4,3,4,2,2,2,1,2,1,2,1,4,,1,1,2,2,2,2,1,6,1,6,1,1,3,1,1,10,,3,6,2,,2,4,2,9,4,1,1,2,0.7773748069415705
201801084317,2023-11-28T16:13:18Z,2023-11-28T16:17:22Z,2,1,1,1,1,2,2,99,3,3,3,,,,4,3,4,3,4,3,3,8,2,4,2,5,3,1,3,2,1,1,3,2,2,1,1,3,1,3,,,,,4,2,1,5,2,,4,4,4,3,4,4,2,2,1,2,2,4,4,1,1,2,2,3,1,2,3,2,,1,1,1,1,1,9,,3,6,3,1,1,2,1,9,3,2,2,2,1.2137598233041595
201801084345,2023-11-28T18:40:33Z,2023-11-28T18:45:26Z,2,1,2,1,1,2,2,2,,,,3,3,3,3,4,4,3,4,2,4,95,2,4,2,5,5,1,3,2,2,2,4,2,1,2,,,,,3,3,3,3,3,2,2,3,3,1,,4,3,3,4,4,2,1,3,3,1,4,3,1,1,2,2,3,2,2,4,2,,1,1,1,1,1,2,2,2,4,3,1,1,2,1,9,3,2,1,3,1.1226094431372906
201801084359,2023-11-28T17:04:33Z,2023-11-28T17:12:45Z,1,1,2,2,1,1,1,2,,,,2,2,2,1,1,2,2,2,1,3,,,,,,,,,2,99,1,3,1,3,1,,,,,2,3,2,2,2,1,1,2,1,3,,3,3,3,2,2,1,2,1,2,1,2,,1,1,2,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,5,2,,2,3,1,6,3,2,2,2,1.1125738403004217
201801084531,2023-11-29T08:25:50Z,2023-11-29T08:34:52Z,1,1,1,2,1,1,1,1,4,1,4,,,,1,1,1,2,1,1,4,,,,,,,,,2,2,2,3,1,3,1,2,2,2,2,,,,,3,1,1,3,3,,3,2,2,1,2,2,1,4,2,3,3,2,,1,1,2,3,4,2,3,2,2,,1,1,1,1,1,2,2,2,5,2,,2,3,1,9,3,2,2,2,1.007457954289026
201801084563,2023-11-29T00:02:27Z,2023-11-29T00:11:29Z,2,1,2,1,1,2,2,1,,,,4,4,3,4,3,4,4,4,3,2,8,1,2,4,2,3,2,2,1,1,1,1,3,2,1,,,,,1,1,1,1,1,3,1,3,2,2,,1,1,1,1,1,2,3,3,1,2,2,1,1,1,2,3,4,2,2,3,2,,1,1,1,1,5,2,2,2,4,3,1,1,1,1,3,2,2,2,1,1.0083149201373596
201801084596,2023-11-29T20:50:47Z,2023-11-30T13:12:06Z,2,1,1,2,2,2,2,2,3,2,2,,,,3,3,3,2,4,5,4,,,,,,,,,2,2,1,3,2,2,2,3,2,2,2,,,,,5,5,5,5,5,,4,2,3,2,3,3,2,5,2,5,3,2,,1,1,2,3,2,2,2,3,2,,1,1,1,1,1,12,,3,6,2,,2,3,3,5,3,2,2,2,1.2170886949640107
201801084711,2023-11-28T15:31:53Z,2023-11-28T15:36:55Z,1,1,1,2,1,2,1,2,3,2,3,,,,2,2,2,2,2,5,3,,,,,,,,,2,2,2,3,5,4,1,2,2,2,3,,,,,4,5,5,5,5,,4,2,1,2,2,2,1,3,2,2,3,2,,1,1,2,2,3,2,2,3,2,,1,2,2,1,4,1,1,1,2,3,2,2,3,1,5,2,1,2,2,0.9602948016741606
201801084739,2023-11-30T16:28:26Z,2023-11-30T16:39:02Z,2,1,2,1,1,2,2,1,,,,2,3,1,3,3,4,2,4,5,2,8,1,3,2,5,1,2,2,1,2,2,3,5,3,2,,,,,3,2,3,1,4,1,1,5,5,4,,2,1,2,3,2,1,4,3,6,2,2,2,1,1,2,3,2,2,3,2,1,4,1,1,3,1,2,2,2,2,5,3,1,1,1,1,5,2,1,2,2,0.602527436297961
201801084825,2023-11-28T17:47:19Z,2023-11-28T18:21:46Z,2,1,2,2,1,2,1,2,,,,3,2,2,3,3,3,2,3,3,4,,,,,,,,,2,1,2,4,2,3,1,,,,,2,3,1,3,3,1,1,2,2,1,,2,3,3,1,1,2,3,3,2,2,3,,1,1,2,2,2,2,1,6,2,,1,1,1,1,1,1,2,1,5,4,2,2,4,1,9,5,1,1,2,0.9708110672678177
201801084844,2023-11-30T13:29:20Z,2023-11-30T13:34:18Z,1,1,2,2,1,2,1,1,,,,4,2,2,1,1,1,2,2,3,4,,,,,,,,,2,2,2,4,1,2,2,,,,,2,2,1,2,4,2,2,2,2,1,,4,4,2,2,3,1,2,1,1,1,3,,1,4,9,2,1,1,1,6,2,,1,1,1,1,2,10,,3,6,2,,2,4,1,5,5,1,2,2,1.1147637166330386
201801084899,2023-11-28T15:28:44Z,2023-11-28T15:30:55Z,2,1,2,2,1,2,2,1,,,,4,4,4,4,4,4,4,4,5,3,,,,,,,,,2,2,2,4,4,3,2,,,,,2,3,2,3,5,1,1,1,1,2,,3,3,3,3,3,1,3,1,3,3,5,,1,1,2,2,1,3,3,1,2,,1,5,4,1,6,6,,4,4,4,2,2,3,1,6,2,5,1,2,3.9693121469236243
201801084937,2023-11-28T16:21:04Z,2023-11-28T16:29:55Z,1,1,1,2,1,2,2,2,4,2,4,,,,3,2,3,1,2,3,3,,,,,,,,,99,99,2,3,2,2,1,3,2,3,2,,,,,3,1,1,5,1,,1,2,2,1,2,2,1,99,2,3,2,3,,1,1,2,2,4,2,1,6,2,,1,1,1,1,3,2,2,2,6,4,2,2,4,1,2,4,2,2,2,1.0255722817452733
201801085261,2023-11-28T16:35:45Z,2023-11-28T16:40:47Z,2,1,1,1,1,2,2,2,1,3,2,,,,3,3,3,2,3,2,2,8,1,2,3,5,5,1,1,1,2,1,1,2,3,1,1,3,1,1,,,,,1,1,1,2,2,,3,1,1,1,1,1,2,3,1,1,1,1,4,1,1,2,3,3,2,1,5,2,,1,1,1,1,1,12,,3,5,1,,1,2,1,9,3,3,2,3,1.0095654861844958
201801085292,2023-11-28T19:35:20Z,2023-11-28T19:38:53Z,1,1,2,2,1,2,1,1,,,,4,2,2,2,1,2,2,2,2,4,,,,,,,,,2,2,2,2,1,3,1,,,,,2,2,2,2,2,1,1,2,2,1,,1,2,2,3,3,1,3,2,2,1,2,,1,1,2,2,3,2,2,4,2,,1,1,1,1,1,1,2,1,3,3,2,2,4,1,9,4,2,1,3,1.1847906175874956
201801085360,2023-12-01T06:46:15Z,2023-12-01T06:55:20Z,1,1,2,2,1,2,1,1,,,,2,2,4,1,1,1,3,2,2,4,,,,,,,,,2,2,2,2,1,2,1,,,,,2,2,2,2,2,1,1,2,3,1,,2,3,2,3,2,2,4,2,4,3,3,,2,1,2,3,4,2,2,3,2,,1,1,1,1,5,12,,3,6,2,,2,4,1,7,4,2,2,3,1.1500629245380025
201801085554,2023-11-29T09:29:13Z,2023-11-29T09:33:21Z,2,1,2,2,1,1,1,1,,,,2,2,2,1,1,1,1,1,1,4,,,,,,,,,2,2,2,2,1,3,99,,,,,2,2,2,2,2,1,1,3,3,1,,2,4,3,1,1,1,1,3,1,1,3,,1,1,2,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,1,2,3,1.090000017918375
201801085559,2023-11-28T16:57:29Z,2023-11-28T17:15:57Z,2,1,2,2,1,2,1,2,,,,3,2,2,1,1,2,2,2,1,3,,,,,,,,,2,2,2,3,1,2,2,,,,,2,2,2,2,3,5,1,5,5,4,,2,2,2,2,2,2,3,2,3,2,3,,1,1,2,2,2,2,1,6,2,,1,1,1,1,1,1,2,1,3,2,,2,4,1,9,4,1,2,3,1.1603235598909796
